Facility Code,Facility Name,Type,Owner,Province,County,District,Division,Location,Sub Location,Constituency,Nearest Town,KEPH Level,Plot Number,Open 24 Hours,Open Weekends,Beds,Cots,Operational Status
12576,Mumoni Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mumoni,Mumoni,Katse,Musosya,MWINGI NORTH,Musosya,Level 2,,0,0,0,0,Operational
16040,Mundoli Health Centre,Health Centre,Other Faith Based,Western,Kakamega,Khwisero,Khwisero West,Mulwanda,Mushiangubu,KHWISERO,Khumusalaba,Level 3,,0,0,8,0,Operational
17823,Mundoro Community ,Dispensary,Community Development Fund,Central,Kiambu,Gatundu,Gatundu,Kiganjo,Mundoro,GATUNDU SOUTH,Mundoro,Level 2,,0,0,0,0,Operational
18658,Mundoro Community Dispensary,Dispensary,Community Development Fund,Central,Kiambu,Gatundu,Kiganjo ,Mundoro,Mundoro,GATUNDU SOUTH,Mundoro,Level 2,,0,1,0,0,Operational
10767,Mundoro Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Kiambu,Gatundu,Gatundu South,Kiganjo,Mundoro,GATUNDU SOUTH,Gatundutown,Level 2,,0,0,0,0,Operational
13102,Mundoro Medical Clinic Dandora,Medical Clinic,Private Enterprise (Institution),Nairobi,Nairobi,Njiru,Dandora,Dandora,Dandora,EMBAKASI,Dandora phase II Market,Level 2,,0,0,4,0,Operational
12577,Mundu Ta Mundu Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Kitui,Mutitu,Mutito,Mutito,Mutito,MUTITO,Mutito,Level 2,,0,0,0,0,Operational
10768,Mung'ang'a (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,Central,Kirinyaga,Kirinyaga South,Mwea,Kangai,Kathiga,MWEA,Kagio,Level 2,,0,0,0,0,Operational
16041,Mung'ang'a Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Mumias,East Wanga,Mung'ang'a,,MUMIAS,Mumias,Level 2,,0,0,,,Operational
17309,Mungaria,Dispensary,Ministry of Health,Central,Murang'a,Kandara,Kandara,Ithiru,Mungaria,KANDARA,Mungaria,Level 2,,0,0,0,0,Pending Opening
10769,Mungu Aponya Medical Clinic,Medical Clinic,Private Enterprise (Institution),Central,Kiambu,Thika West,Thika Municipality,Thika,Komu,JUJA,,Level 2,,0,0,0,0,Operational
16042,Mung'ung'u Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Matungu,Matungu Div,Matungu,,MATUNGU,Mumias,Level 2,,0,0,,,Operational
15252,Mungwa Dispensary,Dispensary,Ministry of Health,Rift Valley,Elgeyo Marakwet,Marakwet East,Tirap,Embobut,Maron,MARAKWET EAST,Kapsowar,Level 2,,0,0,0,0,Operational
11677,Municipal Health Centre,Health Centre,Ministry of Health,Coast,Kilifi,Malindi,Malindi,Malindi,Shella,MALINDI,shella,Level 3,9621,1,1,6,5,Operational
16043,Munongo Dispensary,Dispensary,Ministry of Health,Western,Busia,Busia ,Matayos,Bukhayo West,Mundika,NAMBALE,Matayos,Level 2,,0,0,0,0,Operational
16044,Munoywa Dispensary,Dispensary,Ministry of Health,Western,Vihiga,Sabatia,Chavakali,Idzava North,Munoywa,SABATIA,Chavakali,Level 2,,0,0,0,0,Operational
10770,Mununga Dispensary,Dispensary,Christian Health Association of Kenya,Central,Murang'a,Kigumo,Kigumo,Kinyona,Kinyona,KIGUMO,Kinyona,Level 2,,0,0,0,0,Operational
10771,Mununga Health Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Murang'a,Kigumo,Kigumo,Kinyona,Kinyona,KIGUMO,Kinyona,Level 2,,0,0,0,0,Operational
16807,Munyaka Dispensary,Dispensary,Other Public Institution,Central,Nyandarua,Kinangop,North Kinangop,Njabini,Tulaga,KINANGOP,Munyaka,Level 2,,0,0,0,0,Not-Operational
10772,Munyaka Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Tetu,Tetu,Karundu,Ithenguri,TETU,Giakanja,Level 2,,0,0,0,0,Not-Operational
10773,Munyange (AIPCA) Dispensary,Dispensary,Other Faith Based,Central,Nyeri,Nyeri South,Othaya,Mahiga,Munyange,OTHAYA,Othaya Town,Level 2,,0,0,0,0,Operational
17883,Munyange Gikoe Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Nyeri South,Othaya,Munyange,Munyange,OTHAYA,,Level 2,,0,0,0,0,Operational
16045,Munyanza Nursing Home,Nursing Home,Private Enterprise (Institution),Western,Kakamega,Khwisero,Khwisero West,Mulwanda,Mundeku ,KHWISERO,Khwisero,Level 3,,0,0,10,0,Operational
10774,Munyu Health Centre,Health Centre,Ministry of Health,Central,Kiambu,Thika East,Thika Municipality,G/Nyaga,Munyu,JUJA,Thika,Level 3,,0,0,15,10,Operational
10775,Munyu Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Kieni East,Kieni East,Munyu,Jet,KIENI,Munyu,Level 2,,0,0,0,0,Operational
10776,Munyu-ini Dispensary,Dispensary,Ministry of Health,Central,Kiambu,Gatundu,Gatundu South,Ndarugu,Munyuini,GATUNDU SOUTH,Gatundutown,Level 2,,0,0,0,0,Operational
16046,Munyuki Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Lugari,Lugari,Lumakanda,Munyuki,LUGARI,Lumakanda,Level 2,,0,0,0,0,Operational
12578,Muono Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi Central,Central,Endui,Katitika,MWINGI NORTH,Muono,Level 2,,0,0,0,0,Operational
17523,Mur Malanga Dispensary,Dispensary,Ministry of Health,Nyanza,Siaya,Siaya,Kaermo,South Alego,Mur Malanga,ALEGO,Mur Malanga Market,Level 2,,3,3,0,0,Operational
15253,Muramati Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Laikipia East,Daiga,Daiga,Umande,LAIKIPIA EAST,Nanyuki,Level 2,,0,0,0,0,Operational
10777,Murang'a District Hospital,District Hospital,Ministry of Health,Central,Murang'a,Kiharu,Kiharu,Township,Karuri,KIHARU,Muranga,Level 4,,1,1,270,58,Operational
16431,Murantawa Dispensary ,Dispensary,Ministry of Health,Rift Valley,Kajiado,Kajiado Central,Magadi,Oldonyonyokie,Oldonyonyokie,KAJIADO CENTRAL,Magadi,Level 2,,0,0,0,0,Operational
10778,Murarandia Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Kiharu,Kahuro,Murarandia,Murarandia,KIHARU,Kahuro,Level 2,,0,0,,,Operational
10779,Murarandia Medical Centre,Medical Clinic,Private Enterprise (Institution),Central,Murang'a,Kahuro,Kahuro,Murarandia,Their,KIHARU,Kahuro,Level 2,,0,0,0,0,Operational
10780,Mureru Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Kieni East,Kieni East,Gakawa,Githima,KIENI,Mureru,Level 2,,0,0,0,0,Operational
15254,Murgor Hills Dispensary,Dispensary,Ministry of Health,Rift Valley,Uasin Gishu,Eldoret West,Turbo,Kaptebee,Kaptebee,ELDORET NORTH,Jua Kali,Level 2,,0,0,0,0,Operational
15255,Murgusi Dispensary,Dispensary,Ministry of Health,Rift Valley,Uasin Gishu,Eldoret West,Turbo,Ngenyilel,Murgusi,ELDORET NORTH,Eldoret,Level 2,,0,0,0,0,Not-Operational
16047,Murhanda Medical Clinic,Dispensary,Private Enterprise (Institution),Western,Kakamega,Kakamega East (Shinyalu),Shinyalu,Murhanda,Shisembe,SHINYALU,Murhanda,Level 2,,0,1,0,0,Operational
15256,Muricho Dispensary,Dispensary,Ministry of Health,Rift Valley,Nakuru,Rongai,Rongai,Lengenet,Lengenet,RONGAI,Rongai,Level 2,,0,0,0,0,Operational
17191,Murindoku Dispensary,Dispensary,Ministry of Health,Rift Valley,Nakuru,Kuresoi,keringet,Mukulima,Lulukwet,KURESOI,Murindoku,Level 2,,0,3,0,0,Operational
10781,Murinduko Health Centre,Health Centre,Ministry of Health,Central,Kirinyaga,Kirinyaga South,Mwea,Murinduko,Mugambaciura,MWEA,PI,Level 3,2300/2388,0,0,8,0,Operational
12580,Muringombugi Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru West,Igoki,Muringombugi,NORTH IMENTI,Meru,Level 2,,0,0,0,0,Operational
10782,Muriranjas Sub-District Hospital,Sub-District Hospital,Ministry of Health,Central,Murang'a,Kahuro,Kahuro,Mugoiri,Kahuro,KIHARU,Kahuro,Level 4,,0,0,60,8,Operational
12581,Muriri Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Tigania East,Tigania North,Muthara,Athanja,TIGANIA EAST,Kianjai,Level 2,,0,0,0,0,Operational
15257,Murkwijit Dipensary,Dispensary,Other Faith Based,Rift Valley,West Pokot,West Pokot,Kapenguria,Mnagei,Psigirio,KAPENGURIA,Kapenguria,Level 2,,0,0,0,0,Operational
17277,Muruangai Dispensary,Dispensary,Ministry of Health,Rift Valley,Samburu,Samburu Central,Kirisia,Lbukoi,Muruangai,SAMBURU WEST,Muruangai village,Level 2,,0,0,0,0,Operational
16048,Murudef Clinic,Dispensary,Private Enterprise (Institution),Western,Kakamega,Kakamega South (Ikolomani),Ikolomani North,Isulu,Musoli,IKOLOMANI,Musoli Mkt,Level 2,,0,0,0,0,Operational
16613,Murugu Herbal Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru West,,,NORTH IMENTI,Meru,Level 2,B11/181,0,0,0,0,Operational
16999,Muruguru Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Nyeri Central,Nyeri Municipality,Mukaro,Muruguru,NYERI TOWN,Gatitu,Level 2,,0,0,0,0,Operational
10783,Muruguru Medical Clinic (Nyeri North),Medical Clinic,Private Practice - General Practitioner,Central,Nyeri,Kieni West,Kieni West,Mweiga,Mweiga,KIENI,Mweiga ,Level 2,,0,0,0,0,Operational
10784,Muruguru Medical Clinic (Nyeri South),Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Nyeri Central,Municipality,Mukaro,Muruguru,NYERI TOWN,Muruguru,Level 2,,0,0,0,0,Operational
10785,Muruka Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Kandara,Kandara,Muruka,Muruka,KANDARA,Muruka,Level 2,,0,0,0,0,Operational
17033,Muruku Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Nyahururu,Rumuruti,Salama,Muruku,LAIKIPIA WEST,Muruku,Level 2,,0,0,0,0,Operational
10786,Murungaru Dispensary,Dispensary,Ministry of Health,Central,Nyandarua,Nyandarua South,North Kinangop,Engineer,Muruaki,KINANGOP,Murungaru,Level 2,,0,0,0,0,Operational
11653,Muryachakwe Dispensary,Dispensary,Ministry of Health,Coast,Kilifi,Ganze,Vitengeni,Mrima Wa Ndege,Milore,GANZE,Muryachakwe,Level 2,,0,0,0,0,Operational
12582,Musalala Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Kilungu,Kilungu,Kilungu,Musalala,KAITI,Nunguni,Level 2,,0,0,2,0,Operational
16049,Musanda (ACK) Clinic,Dispensary,Other Faith Based,Western,Kakamega,Mumias,South Wanga,Musanda,Musanda,MUMIAS,Mumias,Level 2,,0,0,0,0,Operational
17507,Musau Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Eastern,Makueni,Nzaui,Mulala,Mulala,Emali,MAKUENI,Emali,Level 2,N/A,0,1,0,0,Operational
17501,Musco Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Western,Bungoma,Bungoma South,Kanduyi,Musikoma,South Kanduyi,KANDUYI,Musikoma ,Level 2,,0,1,0,0,Operational
18507,Muselele,Dispensary,Ministry of Health,Eastern,Kitui,Lower Yatta,Yatta,Yatta,Ilika,KITUI WEST,Muselele Township,Level 2,N/A,0,0,0,0,Operational
16865,Musembe Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Kakamega East (Shinyalu),Shinyalu,Shibuye,Shinyalu,SHINYALU,Shinyalu,Level 2,,0,1,0,0,Operational
16051,Musembe Dispensary (Lugari),Dispensary,Ministry of Health,Western,Kakamega,Lugari,Lugari,Chekalini,Musembe,LUGARI,Musembe,Level 2,,0,0,0,0,Operational
17447,Musengo Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Kitui,Kitui West,Mutonguni,Kauwi,Kauwi,KITUI WEST,Kabati,Level 2,116 Kabati,1,1,2,0,Operational
12583,Museve Dispensary ,Dispensary,Ministry of Health,Eastern,Kitui,Kitui Central,Central,Changwityha East,Museve,KITUI CENTRAL,Kitui,Level 2,,0,0,0,0,Operational
16486,Musibiriri Dispensary,Dispensary,Ministry of Health,Western,Busia,Butula,Butula,Marachi East,"Bumala ""B""",BUTULA,Butula,Level 2,1047 Elukongo,0,0,0,0,Operational
17162,Musingini Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Masinga,Masinga,,,MASINGA,,Level 2,,0,0,0,0,Operational
16052,Musitinyi Dispensary,Dispensary,Ministry of Health,Western,Vihiga,Emuhaya,Emuhaya,East Bunyore,Ebubayi,EMUHAYA,Luanda,Level 2,,0,0,6,6,Operational
18434,Muska Medical Centre,Health Centre,Private Practice - Clinical Officer,Nairobi,Nairobi,Kamukunji,Eastleigh North,Eastleigh North,,KAMUKUNJI,Eastleigh  Garissa Lodge Market,Level 3,,1,1,7,0,Operational
15260,Muskut Health Centre,Health Centre,Ministry of Health,Rift Valley,Elgeyo Marakwet,Keiyo South,Soy,Muskut,Muskut,KEIYO SOUTH,Iten,Level 3,,1,1,8,1,Operational
18660,Musoa SDA Dispensary,Dispensary,Other Faith Based,Eastern,Makueni,Mbooni West,Tulimani,Yandue,Mbanya,MBOONI,Kalawani,Level 2,N/A,0,1,0,0,Operational
16053,Musoli Health Clinic,Medical Clinic,Private Enterprise (Institution),Western,Kakamega,Kakamega South (Ikolomani),Ikolomani  North,Isulu,Musoli,IKOLOMANI,Musoli Mkt,Level 2,,0,0,0,0,Operational
16938,Musovo Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi East,Nguni,,,MWINGI SOUTH,,Level 2,,3,3,0,0,Operational
16247,Musukini Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi Central,Central,Kanzanzu,Musukini,MWINGI NORTH,Musukini,Level 2,,0,0,0,0,Operational
18365,Mutanda Community Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Kitui West,Mutonguni,Mutanda,Mutanda ,KITUI WEST,Mutanda Market,Level 2,,0,0,0,0,Operational
18565,Mutanda Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Kitui Central,Mutonguni,Mutanda,Mutanda,KITUI WEST,Mutanda Market,Level 2,,2,2,0,0,Pending Opening
15261,Mutara Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Laikipia West,Rumuruti,Mutara,Mutara,LAIKIPIA WEST,Rumuruti Town,Level 2,,0,0,2,0,Operational
15262,Mutarakwa Dispensary (Molo),Dispensary,Ministry of Health,Rift Valley,Nakuru,Njoro,Njoro,Kihingo,Lusiru,MOLO,Ndeffo,Level 2,1434,0,0,0,0,Operational
10788,Mutarakwa Dispensary (Nyandarua South),Dispensary,Ministry of Health,Central,Nyandarua,Nyandarua South,North Kinangop,Gitiri,Kinja,KINANGOP,Mutarakwa,Level 2,,0,0,0,0,Operational
13103,Muteithania Medical Clinic ,Health Centre,Private Enterprise (Institution),Nairobi,Nairobi,Dagoretti,Dagoretti,Kawangware,,DAGORETI,Kawangware 56,Level 3,,0,0,8,0,Operational
12584,Mutembuku Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Mbooni East,Kalawa,Kathulumbi,Mutembuku,MBOONI,Mutembuku Market,Level 2,,0,0,3,3,Operational
16222,Mutethia Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru East,Giaki ,Giaki ,NORTH IMENTI,Meru,Level 2,22 Giaki,0,0,0,0,Operational
16848,Mutethia Medical Clinic (Imenti Central),Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Meru Central,Abothuguchi West,Katheri West,Kathiranga Central,CENTRAL IMENTI,Kithaku Market,Level 2,2,0,0,0,0,Operational
10789,Mutethia Medical Clinic (Nyeri South),Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Nyeri Central,Municipality,Mukaro,Ruringu,NYERI TOWN,Nyeri Town,Level 2,,0,0,0,0,Not-Operational
12585,Mutethya Medical Clnic,Medical Clinic,Private Enterprise (Institution),Eastern,Machakos,Yatta,Yatta,Kithimani,,YATTA,Sofia,Level 2,,0,0,1,0,Operational
12586,Mutha Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mutomo ,Mutha,Mutha,Ngaani,KITUI SOUTH,Mutha,Level 2,,0,0,0,0,Operational
10790,Muthaara Dispensary,Dispensary,Ministry of Health,Central,Kiambu,Thika West,Ruiru,Ruiru,Ruiru,JUJA,,Level 2,,0,0,0,0,Operational
17450,Muthale East Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Eastern,Kitui,Kitui West,Mutonguni,Musengo,Musengo,KITUI WEST,Muthale,Level 2,,1,1,5,0,Operational
12587,Muthale Mission Hospital,Other Hospital,Other Faith Based,Eastern,Kitui,Kitui West,Mutonguni,Muthale,Tulia,KITUI WEST,Tulia,Level 4,,1,1,78,0,Operational
12589,Muthambi Health Centre,Health Centre,Ministry of Health,Eastern,Tharaka Nithi,Maara,Muthambi,Muthambi,Muthambi,NITHI,Chuka,Level 3,,0,0,6,2,Operational
12590,Muthanthara Dispensary,Dispensary,Ministry of Health,Eastern,Embu,Mbeere North,Evurore,Ishiara,Kamarandi,SIAKAGO,Muthanthara,Level 2,,0,0,0,0,Operational
12591,Muthara Sub-District Hospital,Sub-District Hospital,Ministry of Health,Eastern,Meru,Tigania East,Tigania North,Muthara,Kitharene,TIGANIA EAST,Kianjai,Level 3,,1,1,17,3,Operational
15263,Muthegera Dispensary,Dispensary,Ministry of Health,Rift Valley,Laikipia,Nyahururu,Rumuruti,Muthengera ,Muthengera ,LAIKIPIA WEST,Muthengera Town,Level 2,,0,0,2,0,Operational
10791,Mutheru Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Kandara,Kandara,Ruchu,Gacharage,KANDARA,Mutheru,Level 2,,0,0,0,0,Operational
12592,Muthesya Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Masinga,Ndithini,Muthesya,Muthesya,MASINGA,Muthesya,Level 2,,0,0,0,0,Operational
12593,Muthetheni Health Centre,Health Centre,Ministry of Health,Eastern,Machakos,Mwala,Masii,Muthetheni,Nthaani,MWALA,Masii ,Level 3,,0,0,6,1,Operational
12594,Muthetheni Mission Health Centre,Dispensary,Other Faith Based,Eastern,Machakos,Mwala,Masii,Muthetheni,Nthaani,MWALA,Masii ,Level 2,,0,0,0,0,Operational
10792,Muthinga Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Tetu,Tetu,Aguthi,Gititu,TETU,Gititu,Level 2,,0,0,0,0,Operational
16175,Muthithi (PCEA) Dispensary,Dispensary,Christian Health Association of Kenya,Central,Murang'a,Muranga South,Maragua,,Muthithi,MARAGWA,,Level 2,,0,0,0,0,Operational
10793,Muthithi Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Muranga South,Makuyu,Muthithi,Muthithi,MARAGWA,Muthithi,Level 2,,0,0,0,0,Operational
18628,Muthua Dispensary,Dispensary,Ministry of Health,Nairobi,Nairobi,Dagoretti,Waithaka,Uthiru,,DAGORETI,uthiru,Level 2,,0,0,0,0,Operational
17606,Muthue Dispenary,Dispensary,Ministry of Health,Eastern,Kitui,Ikutha,Kanziku,Kanziku,Muthue,KITUI SOUTH,Muthue,Level 2,,0,0,0,0,Operational
18673,Muthungue Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mutitu,Mutito,Kyamatu,Muthungue,MUTITO,Muthungue Market,Level 2,N/A,0,0,0,0,Pending Opening
13104,Muthurwa Clinic,Medical Clinic,Local Authority,Nairobi,Nairobi,Kamukunji,Pumwani,muthurwa,Muthurwa,KAMUKUNJI,Muthurwa Market,Level 2,Kamukunji,0,0,0,0,Operational
10794,Muthuthiini Dispensary,Dispensary,Ministry of Health,Central,Nyeri,Mukurweini,Mukurweini,Gikondi,Muthuthiini,MUKURWEINI,Muthuthiini,Level 2,,0,0,0,0,Operational
10795,Muthuthiini Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Mukurweini,Mukurweini,Gikondi,Muthuthiini,MUKURWEINI,Muthuthiini,Level 2,,0,0,0,0,Operational
12595,Muthwani (AIC) Dispensary,Dispensary,Christian Health Association of Kenya,Eastern,Machakos,Athi River,Kathiani,Lukenya,Muthwani,KATHIANI,Kenol,Level 2,,0,0,0,0,Not-Operational
12596,Mutiluni Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Mukaa,Kilome,Kilome,Mutiluni,KILOME,Kilome   Mkt,Level 2,N/A,0,0,0,0,Operational
18707,Mutindwa clinic and lab,Medical Clinic,Private Practice - Unspecified,Eastern,Meru,Imenti North,Miriga Mieru West,Municipality,Township,NORTH IMENTI,Meru Town,Level 2,B 11/23,2,2,0,0,Operational
16615,Mutindwa Laboratory,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru West,,,NORTH IMENTI,Meru,Level 2,B11/23,0,0,0,0,Operational
16616,Mutindwa Med Clinic,Medical Clinic,Private Enterprise (Institution),Eastern,Meru,Imenti North,Miriga Mieru West,,,NORTH IMENTI,Meru,Level 2,B11/155,0,0,0,0,Operational
16054,Muting'ong'o Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Kakamega North (Malava),South Kabras,Mahira,Muting'ong'o,MALAVA,Malava,Level 2,,0,0,0,0,Operational
18132,Mutini Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Kathonzweni,Kathonzweni,Mbuvo,Kiangini,MAKUENI,Mutini Market,Level 2,,0,0,0,0,Not-Operational
17379,Mutiokiama Health Centre,Health Centre,Ministry of Health,Eastern,Meru,Igembe South,Akachiu,Athi,Kirindine,IGEMBE,Athi Market,Level 3,,0,0,0,0,Operational
12598,Mutionjuri Health Centre,Health Centre,Ministry of Health,Eastern,Meru,Tigania West,Tigania West,Kianjai,Kianjai,TIGANIA WEST,Kianjai,Level 3,,0,0,0,0,Operational
10796,Mutira (ACK) Dispensary,Dispensary,Christian Health Association of Kenya,Central,Kirinyaga,Kirinyaga Central,Central, Mutira,Kagumo ,NDIA,Kagumo,Level 2,,0,0,0,0,Operational
10797,Mutira Laboratory,Laboratory (Stand-alone),Private Enterprise (Institution),Central,Kirinyaga,Kirinyaga Central,Ndia,,,NDIA,,Level 2,,0,0,0,0,Operational
18349,Mutithi Dispensary,Dispensary,Ministry of Health,Central,Murang'a,Muranga South,Makuyu,KKirimiri,Mithini,MARAGWA,Mithini,Level 2,,0,0,0,0,Operational
10798,Mutithi Health Centre,Health Centre,Ministry of Health,Central,Kirinyaga,Kirinyaga North,Mwea,Mutithi,Kiandegwa,MWEA,Mutithi,Level 3,223,1,1,8,1,Operational
12599,Mutito Dispensary,Dispensary,Other Faith Based,Eastern,Kitui,Mutitu,Mutito,Mutito,Mutito,MUTITO,Mutito,Level 2,,0,0,0,0,Operational
10799,Mutitu Community Dispensary,Dispensary,Ministry of Health,Central,Kirinyaga,Kirinyaga Central,Central,Kanyekiini,Kathare,KERUGOYA/KUTUS,Mutitu,Level 2,,0,0,0,0,Operational
12600,Mutitu Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Kathiani,Kathiani,Kathiani,Mbee,KATHIANI,Kathiani,Level 2,,0,0,2,0,Operational
10800,Mutitu Gikondi Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Nyeri,Mukurweini,Mukurweini,Gikondi,Karindi,MUKURWEINI,Karindi,Level 2,,0,0,0,0,Operational
12601,Mutitu Sub-District Hospital,Sub-District Hospital,Ministry of Health,Eastern,Kitui,Mutitu,Mutito,Kitoo,Mutito,MUTITO,Mutito,Level 4,,0,0,7,0,Operational
12602,Mutituni Dispensary,Dispensary,Ministry of Health,Eastern,Machakos,Machakos,Central,Mutituni,Mutituni,MACHAKOS TOWN,Machakos,Level 2,,0,0,4,0,Operational
10801,Mutoho Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Central,Murang'a,Kigumo,Kigumo,Kigumo,Githima,KIGUMO,Githima,Level 2,,0,0,0,0,Not-Operational
12603,Mutomo Health Centre,Health Centre,Ministry of Health,Eastern,Kitui,Mutomo ,Mutomo,Kibwea,Kawelu,KITUI SOUTH,Mutomo,Level 3,,0,0,0,0,Operational
12604,Mutomo Mission Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Eastern,Kitui,Mutomo ,Mutomo,Kibwea,Kawelu,KITUI SOUTH,Mutomo,Level 4,,1,1,124,0,Operational
16055,Mutsetsa Dispensary,Dispensary,Ministry of Health,Western,Kakamega,Khwisero,Khwisero West,Mulwanda,Emutsesa,KHWISERO,Khumutibo,Level 2,,0,0,0,0,Operational
12606,Mutuati Nursing Home,Nursing Home,Private Enterprise (Institution),Eastern,Meru,Igembe North,Mutuati,Mutuati,Mutuati,IGEMBE,Mutuati Market,Level 3,1019,0,0,9,0,Operational
12605,Mutuati Sub-District Hospital,Sub-District Hospital,Ministry of Health,Eastern,Meru,Igembe North,Mutuati,Mutuati,Mutuati,IGEMBE,Mutuati Market,Level 4,,0,0,25,4,Operational
13105,Mutuini Sub-District Hospital,Dispensary,Ministry of Health,Nairobi,Nairobi,Dagoretti,Dagoretti,Mutuini,Kirigu,DAGORETI,Dagoretti Market,Level 2,,0,0,20,0,Operational
18102,Mutukanio ACK Dispensary,Dispensary,Christian Health Association of Kenya,Rift Valley,Nakuru,Njoro,Kihingo,Kihingo,Kihingo,MOLO,Kihingo,Level 2,,0,3,0,0,Operational
12607,Mutukya Dispensary ,Dispensary,Ministry of Health,Eastern,Kitui,Kitui Central,Central,Miambani,Mutukya,KITUI CENTRAL,Kitui,Level 2,,0,0,0,0,Operational
18008,Mutulani Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Makueni,Wote,Wote,Mumbuni,MAKUENI,Nziu Mkt,Level 2,,0,0,0,0,Operational
12608,Mutulu (AIC) Dispensary,Dispensary,Christian Health Association of Kenya,Eastern,Kitui,Kitui Central,Matinyani,Mutulu,Mutulu,KITUI CENTRAL,Kitui,Level 2,,0,0,0,0,Not-Operational
12609,Mutune Dispensary,Dispensary,Other Faith Based,Eastern,Kitui,Kitui Central,Central,Changwityha East,Mutune,KITUI CENTRAL,Kitui,Level 2,,0,0,0,0,Operational
18289,Mutunguru PCEA Dispensary,Dispensary,Christian Health Association of Kenya,Eastern,Meru,Imenti South,,,,SOUTH IMENTI,,Level 2,,0,0,0,0,Operational
10802,Mutungus Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Central,Nyeri,Kieni East,Mathira,Ruguru,Mutaga,KIENI,Mutaga,Level 2,,0,0,0,0,Operational
12610,Mutyambua Dispensary,Dispensary,Ministry of Health,Eastern,Makueni,Nzaui,Mbitini,Mutyambua,Mutyambua,MAKUENI,Sultan Hamud,Level 2,N/A,1,0,0,0,Operational
12611,Mutyangome Dispensary,Dispensary,Ministry of Health,Eastern,Kitui,Mwingi East,Nuu,Mutyangome,Ngieni,MWINGI SOUTH,Mutyangome,Level 2,,0,0,2,0,Operational
17872,Muuani Rural Health Dispensary,Dispensary,Private Practice - Unspecified,Eastern,Makueni,Mbooni West,Tulimani,Kalawani,Kalawani,MBOONI,Kalawani Market,Level 2,,0,0,0,0,Operational
