COUNTY,DISTRICT,MFL No.,FACILITY,CATEGORY,"OWNER(GoK, CHAK, KEC, SUPKEM)", DRAWING RIGHTS ALLOCATION FOR 2012-13 FY 
,,14778,Kaptel Dispensary,DISPENSARY,GOK,661587.00
,,14761,Kapsisiywo Dispensary,DISPENSARY,GOK,461066.00
,,14704,Kapkangani Health Centre,HEALTH CENTRE,GOK,929818.00
,,14697,Kapchumba Dispensary,DISPENSARY,GOK,405712.00
,,14630,Kabirirsang Dispensary,DISPENSARY,GOK,704986.00
,,14518,GK Prison Dispensary (Nandi North),DISPENSARY,GOK,305502.00
,,14348,Chepkumia Dispensary,DISPENSARY,GOK,834380.00
,,14326,Chemuswo Dispensary,DISPENSARY,GOK,315247.00
,,14324,Chemundu Dispensary (Nandi Central),DISPENSARY,GOK,376880.00
,,14307,Cheindoi Dispensary,DISPENSARY,GOK,265016.00
,,14916,Kipsigak Dispensary,DISPENSARY,GOK,294753.00
,,17176,Tiryo Dispensary,DISPENSARY,GOK,206247.00
,,14934,Kipture Dispensary,DISPENSARY,GOK,263057.00
,,17629,Cheplengu Dispenary,DISPENSARY,GOK,162647.00
,,17626,Kabwareng Dispensary,DISPENSARY,GOK,160035.00
,,16417,Terige Dispensary,DISPENSARY,GOK,103174.00
,,17638,Kaptildil Dispensary,DISPENSARY,GOK,119951.00
,,17636,Chemokonja Dispensary,DISPENSARY,GOK,100461.00
,,17641,Ngenybogurio Dispensary,DISPENSARY,GOK,100461.00
,NANDI EAST,14965,KOILOT H/C,Health Centre,GOK,628419.00
,,14364,CHEPTABACH DISPENSARY,Dispensary,GOK,595150.00
,,14821,KEBEN DISPENSARY,Dispensary,GOK,256771.00
,,15603,SOCHOI DISPENSARY,Dispensary,GOK,462476.00
,,15598,SIWO DISPENSARY,Dispensary,GOK,417423.00
,,15030,OL’LESSOS COMMUNITY D.,Dispensary,GOK,490774.00
,,14318,CHEMELIL (POTOPOTO) DISPENSARY,Dispensary,GOK,533422.00
,,14351,CHEPKUNYUK DISPENSARY,Dispensary,GOK,690066.00
,,15412,OL'LESSOS HOLY FAMILY DISPENSARY,Dispensary,KEC,232320.00
,,17013,CHEPTILIL DISPENARY,Dispensary,GOK,174521.00
,,17014,KIPKOROR DISPENSARY,Dispensary,GOK,247231.00
,,15594,SIRWA DISPENSARY,Dispensary,GOK,274327.00
,,17020,TAITO COMMUNITY DISPENSARY,Dispensary,GOK,203701.00
,NANDI NORTH,15229,Mosoriot Health Centre,Rural Health Training Centre,GOK,2176155.00
,,15022,Lelmokwo Dispensary,Dispensary,GOK,669193.00
,,15342,Ngechek Disp,Dispensary,GOK,420537.00
,,14977,Kokwet Disp,Dispensary,GOK,263389.00
,,15567,Sigot Disp,Dispensary,GOK,114117.00
,,14623,Kabiyet Health Centre,Health Centre,GOK,1116084.00
,,15529,Sangalo Disp,Dispensary,GOK,436097.00
,,14910,Kipsamoite Disp,Dispensary,GOK,659372.00
,,15696,Tabolwa Disp,Dispensary,GOK,134344.00
,,14339,Chepkemel Health centre,Health Centre,GOK,363746.00
,,14621,Kabisaga Disp,Dispensary,GOK,586195.00
,,14782,Kaptich Disp,Dispensary,GOK,225706.00
,,14711,Kapkenyeloi Disp,Dispensary,GOK,168380.00
,,14618,Kabiemit Health Centre,Dispensary,GOK,391510.00
,,16315,Tolilet Disp,Dispensary,GOK,118493.00
,,14713,Kapkeringon Dispensary,Dispensary,GOK,102108.00
,,14745,Kapng'ombe Disp,Dispensary,GOK,124766.00
,,14257,Biribiriet Disp,Dispensary,GOK,599906.00
,,14589,Itigo Disp,Dispensary,GOK,164101.00
,,14878,Kimong Disp,Dispensary,GOK,412077.00
,,15069,Lolkeringet Disp,Dispensary,GOK,128072.00
,,14371,cheptil,Dispensary,GOK,102108.00
,,18467,Cheptarit,Dispensary,GOK,102108.00
,,14344,Chepkoiyo,Dispensary,GOK,102108.00
,,14669,Kamasai,Dispensary,GOK,102108.00
,,15194,mogoget,Dispensary,GOK,112659.00
,TINDERET,15601,Soba River Health Centre,Health Centre,GOK,921450.00
,,14632,Kabunyeria Health Centre,Health Centre,GOK,685000.00
,,15556,Setek Dispensary,Dispensary,GOK,797790.00
,,15698,St. Mary's Tachasis Dispensary,Dispensary,CHAK,143313.00
,,15164,Mbogo Valley Dispensary,Dispensary,GOK,227754.00
,,14672,Kamelil Dispensary,Dispensary,GOK,500988.00
,,15218,Mombwo Dispensary,Dispensary,GOK,142270.00
,,17772,Kapkoros Dispensary,Dispensary,GOK,202013.00
,,17801,Taunet Dispensary,Dispensary,GOK,447942.00
,NANDI SOUTH, 17481,BONJOGE DISP.,Dispensary,GoK,194471.00
,, 14345,CHEPKONGONY DISP,Dispensary,Gok,323778.00
,, 17131,CHEBILAT DISP.,Dispensary,Gok,329916.00
,, 14315,CHEMASE H/C,Health Centre,Gok,446026.00
,, 14325,CHEMURSOI DISP,Dispensary,Gok,149101.00
,, 17024,CHEPTINGWICH DISP,Dispensary,Gok,365669.00
,, 17023,KABOI DISP.,Dispensary,Gok,401116.00
,, 14707,KAPKEBEN DISP,Dispensary,Gok,172937.00
,, 14724,KAPKOLEI DISP,Dispensary,Gok,527968.00
,, 14756,KAPSENGERE DISP,Dispensary,Gok,975477.00
,, 14751,KAPSAMOCH DISP,Dispensary,Gok,472112.00
,, 14752,KAPSAOS DISP,Dispensary,Gok,186799.00
,, 14789,KAPTUMEK DISP,Dispensary,Gok,308689.00
,, 14825,KEMELOI H.C,Health Centre,Gok,833127.00
,, 14857,KIBWARENG H.C,Health Centre,Gok,517431.00
,, 14914,KIPSIGAK BAI BA IDISP,Dispensary,Gok,102299.00
,, 17125,KOBUJOI FOREST DISP,Dispensary,Gok,451345.00
,,14987,KONGORO DISP.,Dispensary,Gok,386078.00
,,14997,KOYO H.C,Health Centre,Gok,583363.00
,, 15545,SEREM  H/C,Health Centre,Gok,875530.00
,, 17022,TORETMOI DISP,Dispensary,Gok,152989.00
WEST POKOT,POKOT CENTRAL,14615,Kabichbich H/C,Health Centre,GOK,1235695.00
,,14214,Arpollo,Dispensary,GOK,321551.00
,,15073,Lomut,Dispensary,GOK,716947.00
,,15130,Marich,Dispensary,CHAK,311340.00
,,15542,Sekerr,Dispensary,CHAK,268582.00
,,14693,Kapchemogen,Dispensary,GOK,776480.00
,,15580,Sina,Dispensary,GOK,469699.00
,,15708,Tapach,Dispensary,GOK,222177.00
,,15314,Nasolot,Dispensary,CHAK,320548.00
,,14387,Chesta,Dispensary,CHAK,449186.00
,,14772,Kaptabuk,Dispensary,GOK,266485.00
,,15704,Tamkal,Dispensary,GOK,812218.00
,,16323,Annet ,Dispensary,GOK,328844.00
,,17108,Masol,Dispensary,GOK,59715.00
,,15609,Sondany,Dispensary,GOK,175499.00
,,17048,Parua,Dispensary,KEC,49778.00
,,17045,Wakor,Dispensary,GOK,117972.00
,,18162,Parayon Dispensary,Dispensary,GOK,90257.00
,,18148,Kapsang'ar Dispensary,Dispensary,CHAK,147693.00
,WEST POKOT,14185,Adurkoit Dispensary,Dispensary,Gok,261516.00
,,14336,Chepkechir Dispensary,Dispensary,Gok,203853.00
,,14342,Chepkobegh Dispensary,Dispensary,Gok,1061977.00
,,14444,Embough Dispensary,Dispensary,Gok,236232.00
,,14520,GK Prison Dispensary,Dispensary,Gok,688305.00
,,14689,Kanyarkwat Dispensary,Dispensary,Gok,1047097.00
,,14837,Keringet Health Centre,Health Centre,Gok,848066.00
,,15473,Ptoyo Dispensary,Dispensary,Gok,676869.00
,,15551,Serewo Health Centre,Health Centre,Gok,568845.00
,,15705,Tamough Health Centre,Health Centre,Gok,576906.00
,,15269,Nachecheyet Dispensary,Dispensary,Gok,646418.00
,,15755,Turkwel Health Centre,Health Centre,Gok,262274.00
,,15786,Ywalateke Dispensary,Dispensary,Gok,290864.00
,,15467,Poole Dispensary,Dispensary,Gok,103545.00
,,17186,Kadokony Dispensary,Dispensary,Gok,173540.00
,,16701,Chepturnguny Dispensary,Dispensary,Gok,78606.00
,,14641,Kaibos Dispensary,Dispensary,Gok,334611.00
,,17152,Kapkoris Dispensary,Dispensary,Gok,81362.00
,,15189,Miskwony Dispensary,Dispensary,Gok,145639.00
,,16704,Pserum Dispensary,Dispensary,Gok,57801.00
,,17300,Naramam Dispensary,Dispensary,Gok,108368.00
,POKOT NORTH,16367,Alale Health Centre,HEALTH CENTRE,GoK,376877.00
,,14198,Amakuriat Dispensary,DISPENSARY,CHAK,832846.00
,,14378,Cherangan Dispensary,DISPENSARY,GoK,272771.00
,,14635,Kacheliba Mobile clinic/Disp,DISPENSARY,KEC,707776.00
,,16371,Kamla Community Dispensary,DISPENSARY,GOK,162710.00
,,14807,Kasei Dispensary,DISPENSARY,GoK,576155.00
,,14820,Kauriong Dispensary,DISPENSARY,GoK,277179.00
,,14962,Kodich Dispensary,DISPENSARY,GoK,455731.00
,,14988,Konyao Dispensary,DISPENSARY,GoK,1576833.00
,,15316,Nauyapong Dispensary,DISPENSARY,GoK,165688.00
,,16370,Orolwo Dispensary,DISPENSARY,GoK,174740.00
,,16369,Losam Dispensary,DISPENSARY,GoK,127690.00
,,16373,Kangoletiang dispensary,DISPENSARY,GoK,78139.00
,,16368,Tiinei Dispensary,DISPENSARY,GoK,82070.00
,,16366,Nakwijit Dispensary,DISPENSARY,GoK,80759.00
,,16375,Kamketo Dispensary,DISPENSARY,GoK,113873.00
NAROK,TRANSMARA EAST,14797,KAPWERIA DISPENSARY,Dispensary,GOK,512500.00
,AND WEST,15700,TAKITECH DISPENSARY,Dispensary,GOK,779081.00
,,14754,KAPSASIAN DISPENSARY,Dispensary,GOK,464384.00
,,14626,KABOLECHO DISPENSARY,Dispensary,GOK,237674.00
,,14452,EMURURA DIKIRR DISPENSARY,Dispensary,GOK,652350.00
,,15002,KURANGURIK DISPENSARY,Dispensary,GOK,672730.00
,,14564,ILKERIN DISPENSARY,Dispensary,GOK,321443.00
,,14667,KAMAGET DISPENSARY,Dispensary,GOK,350725.00
,,16326,KURESIET DISPENSARY,Dispensary,GOK,302000.00
,,14937,KIRIBWET DISPENSARY,Dispensary,GOK,214857.00
,,16327,MOGOIYWET  DISPENSARY,Dispensary,GOK,209423.00
,,15356,NJIPISHIP DISPENSARY,Dispensary,GOK,299236.00
,,14465,ENOOSAEN HEALTH CENTRE,Health Centre,GOK,664250.00
,,15362,NKARARO HEALTH CENTRE,Health Centre,GOK,890632.00
,,14205,ANGATA HEALTH CENTRE,Health Centre,GOK,1187619.00
,,14442,EMARTI HEALTH CENTRE,Health Centre,GOK,1019566.00
,,15558,SHANKOE DISPENSARY,Dispensary,GOK,176065.00
,,15400,OLEREKO DISPENSARY,Dispensary,GOK,237721.00
,,15337,NGANAYIO DISPENSARY,Dispensary,GOK,257960.00
,,15451,OSUPUKO DISPENSARY,Dispensary,GOK,206612.00
,,15491,ROMOSHA DISPENSARY,Dispensary,GOK,308090.00
,,15394,OLDONYOROK C.O.G. DISPENSARY,Dispensary,CHAK,291412.00
,,14864,KILGORIS C.O.G. DISPENSARY,Dispensary,CHAK,103072.00
,,14873,KIMINTET DISPENSARY,Dispensary,GOK,181500.00
,,15151,MASURURA DISPENSARY,Dispensary,GOK,231817.00
,,16325,MASHANGWA DISPENSARY,Dispensary,GOK,188527.00
,,14835,KERINGANI DISP,Dispensary,GOK,135867.00
,,16690,OLOLCHANI DISPENSARY,Dispensary,GOK,103072.00
,,17320,ENTARGETI DISPENSARY,Dispensary,GOK,103072.00
,,14985,KONDAMET DISPENSARY,Dispensary,GOK,257492.00
,,15448,OSINONI DISPENSARY,Dispensary,GOK,121624.00
,,15390,OLDANYATI HEALTH CENTRE,Health Centre,GOK,238236.00
,,16688,MEGUARA DISPENSARY,Dispensary,GOK,103072.00
,,17321,KAPUNE DISPENSARY,Dispensary,GOK,103072.00
,NAROK NORTH,14453,Enabelbel Health Centre,HC,GOK,626545.00
,,14454,Enaibor Ajijik Dispensary,DISP,GOK,192343.00
,,14464,Enoosupukia Dispensary,DISP,KEC,103929.00
,,14471,Entontol Dispensary,DISP,GOK,311491.00
,,14476,Ereto Dispensary,DISP,community/GOK,325967.00
,,14484,Ewaso Ngiro Dispensary,DISP,GOK,186256.00
,,14502,Fountain Medical Centre ,DISP,CHAK,259675.00
,,14523,GK Prisons Dispensary ,DISP,GOK,395896.00
,,14562,Ilaiser Dispensary,DISP,GOK,321290.00
,,14973,Kojonga Dispensary,DISP,GOK,218771.00
,,15227,Mosiro Dispensary ,DISP,GOK,316168.00
,,15277,Nairagie-Enkare Health Centre,HC,GOK,953848.00
,,15279,Naisoya Dispensary,DISP,GOK,224339.00
,,15363,Nkareta Dispensary,DISP,GOK,382756.00
,,16329,Nkoirienito Dispensary,DISP,GOK,103929.00
,,15367,Ntulele Dispensary,DISP,GOK,560624.00
,,15387,Olasiti (AIC) Dispensary,DISP,CHAK,378525.00
,,15389,Olchorro Dispensary,DISP,GOK,379861.00
,,15397,Olendeem Dispensary,DISP,CHAK,103929.00
,,15401,Oletukat Dispensary,DISP,GOK,129912.00
,,15420,Olokurto Health Centre,HC,GOK,511035.00
,,15422,Ololpironito Health Centre,HC,GOK,103929.00
,,15431,Olposimoru Dispensary,DISP,GOK,253365.00
,,15439,Ongata Naado Dispensary,DISP,GOK,226417.00
,,15516,Sakutiek Health Centre,HC,GOK,461223.00
,,15599,Siyiapei (AIC) Dispensary,DISP,CHAK,138300.00
,,17221,Enesampulai disp,disp,GOK,121894.00
,,17750,Ilkiremisho,Dispensary,community/,103929.00
,NAROK SOUTH,14427,Elangata Enterit Dispensary,Dispensary,GOK ,155493.00
,,14457,Endonyo Rinka Dispensary,Dispensary,GOK ,103372.00
,,14479,Entasekera Health Centre,Health Centre,CHAK,355118.00
,,14563,Ilkerin Dispensary (Narok South),Dispensary,GOK ,149245.00
,,15113,Maji Moto Dispensary (Narok South),Dispensary,CHAK,308692.00
,,15128,Mararinta Dispensary,Dispensary,CHAK,362474.00
,,15168,Megwera Dispensary,Dispensary,GOK ,352824.00
,,15222,Morijo Loita Dispensary,Dispensary,GOK ,433734.00
,,15251,Mulot Dispensary,Dispensary,KEC,210935.00
,,15276,Naikara Dispensary,Dispensary,CHAK,595238.00
,,15312,Naroosura Health Centre,Health Centre,GOK ,1025097.00
,,15348,Ngito Dispensary,Dispensary,CHAK,303709.00
,,15364,Nkorinkori Dispensary,Dispensary,GOK ,126071.00
,,15392,Olderkesi Dispensary,Dispensary,GOK ,368643.00
,,15399,Olepolos Dispensary,Dispensary,GOK ,110253.00
,,15408,Olkinyei Dispensary,Dispensary,GOK ,211252.00
,,15411,Olkoroi Dispensary,Dispensary,GOK ,182067.00
,,15414,Olmekenyu Dispensary,Dispensary,GOK ,102818.00
,,15415,Olmesutie Dispensary,Dispensary,GOK ,170836.00
,,15428,Olorte Dispensary,Dispensary,GOK ,220980.00
,,15541,Sekenani Dispensary,Dispensary,GOK ,281643.00
,,15561,Siana Springs Dispensary,Dispensary,NGO,124410.00
,,15605,Sogoo Health Centre,Health Centre,GOK ,794310.00
,,15626,St Anthony Lemek Dispensary,Dispensary,KEC,150905.00
,,17757,Baraka Health Centre,Health Centre,NGO,364767.00
,,17776,Osarara Dispensary,Dispensary,GOK ,102818.00
,,17746,Endoinyo Narasha,Dispensary,GOK ,103372.00
,,17923,WWM olorte ,Dispensary,NGO,102818.00
,,17783,Leshuta Dispensary,Dispensary,GOK ,153753.00
,,17781,Rongena Dispensary,Dispensary,GOK ,326487.00
,,17780,Salabwek Dispensary,Dispensary,GOK ,151855.00
,,18265,Loosho Dispensary,Dispensary,GOK ,134771.00
TURKANA ,TURKANA CENTRAL,14527,GK Prisons Dispensary (Turkana Central),Dispensary,GoK,1031440.00
,,14656,Kakwanyang Dispensary,Dispensary,GoK,50918.00
,,14661,Kalemunyang Dispensary,Dispensary,KEC,206268.00
,,14683,Kanawoi Dispensary,Dispensary,GoK,681703.00
,,17476,Kangalita Dispensary,Dispensary,GoK,62400.00
,,14687,Kangatosa Dispensary,Dispensary,GoK,401853.00
,,14795,Kapua Dispensary,Dispensary,GoK,127095.00
,,14838,Kerio Dispensary,Dispensary,GoK,257286.00
,,14989,Kopeeto Dispensary,Dispensary,GoK,274458.00
,,15061,Lokiriama Dispensary,Dispensary,GoK,210961.00
,,15072,Lomil Dispensary,Dispensary,GoK,100938.00
,,15084,Lorengelup Dispensary,Dispensary,GoK,50918.00
,,15085,Lorengippi Dispensary,Dispensary,GoK,147163.00
,,15094,Loturerei Dispensary,Dispensary,GoK,106129.00
,,15273,Nadapal Dispensary,Dispensary,KEC,253392.00
,,15275,Nadoto Dispensary,Dispensary,GoK,269766.00
,,15285,Nakurio (AIC) Dispensary,Dispensary,GoK,135083.00
,,15298,Nameyana Dispensary,Dispensary,GoK,159943.00
,,15299,Namoruputh (PAG) Dispensary,Dispensary,CHAK,584360.00
,,15301,Namukuse Dispensary,Dispensary,GoK,258883.00
,,15307,Naoros Dispensary,Dispensary,GoK,50918.00
,,15634,St Catherine's Napetet Dispensary,Dispensary,KEC,384182.00
,,15662,St Patrick's Kanamkemer Dispensary,Dispensary,KEC,738512.00
,,15754,Turkwel Dispensary (Turkana Central),Dispensary,GoK,753987.00
,,17477,Kaitese Dispensary,Dispensary,GoK,94248.00
,,17231,Kalimapus Dispensary,Dispensary,GoK,254191.00
,,17475,Kangirisae Dispensary,Dispensary,GoK,308304.00
,,17480,Lochorekuyen Dispensary,Dispensary,GoK,204171.00
,,16697,Lokwatubwa (PAG) Dispensary,Dispensary,CHAK,108525.00
,,17479,Longech Dispensary,Dispensary,GoK,287437.00
,,17478,Naotin Dispensary,Dispensary,GoK,126297.00
,,18355,Nasiger Dispensary,Dispensary,GoK,287038.00
,,18360,Ngiitakito Dispensary,Dispensary,GoK,404349.00
,,18070,Napeikar Dispensary,Dispensary,GoK,445982.00
,,18354,Nakechechok Dispensary,Dispensary,GoK,301515.00
,,14994,Kosikiria Dispensary,Dispensary,GoK,326275.00
,TURKANA SOUTH &,14601,JULUK DISP.,Dispensary,GOK,160749.00
,EAST,14645,KAINUK DISP.,Dispensary,GOK,361043.00
,,14660,KALEMUNGOROK,Dispensary,GOK,304706.00
,,14682,KANAODON DISP.,Dispensary,GOK,182553.00
,,14818,KATILU HEALTH CENTRE,Health Centre,GOK,679698.00
,,14686,KANGAKIPUR DISP.,Dispensary,CHAK,189595.00
,,14699,Kapedo Health Centre,Health Centre,GOK,452455.00
,,15088,LOROGON DISP.,Dispensary,GOK,184313.00
,,14796,KAPUTIR DISP.,Dispensary,GOK,282632.00
,,15043,LOCHEREMOIT DISP.,Dispensary,GOK,196231.00
,,15045,LOCHWAANGIKAMATAK DISP.,Dispensary,GOK,220743.00
,,15056,LOKAPEL DISP.,Dispensary,CHAK,80713.00
,,15057,LOKICHAR(RCEA)HEALTH CENTRE.,Health Centre,CHAK,1663560.00
,,15098,LOYAPAT DISP.,Dispensary,CHAK,130279.00
,,17246,LOPEROT DISP.,Dispensary,GOK,230900.00
,,15083,LOPUR DISPENSARY(TURKANA SOUTH),Dispensary,GOK,284392.00
,,14436,ELELEA HEALTH CENTRE,Dispensary,GOK,773547.00
,,16324,LOKORI PRIMARY HEALTH CARE PROGRAM.,Health Programme,CHAK,953662.00
,,15066,LOKWAMOSING DISP.,Dispensary,COMMUNITY,101569.00
,,15067,LOKWII DISP.,Dispensary,GOK,364293.00
,,15225,MORULEM DISP.,Dispensary,COMMUNITY,93172.00
,,16700,NAKUKULAS DISP.,Dispensary,GOK,243765.00
,TURKANA NORTH,14681,Kanukurudio Healrh Centre,Health Centre,GOK,442271.00
,& WEST,14637,kaeris Dispensary,Dispensary,GOK,337410.00
,,14604,Kaleeng Dispensary,Dispensary,GOK,410884.00
,,14655,Kakuma Mission Dispensary,Dispensary,KEC,3213238.00
,,15186,Mlima Tatu Dispensary,Dispensary,GOK,256802.00
,,14643,Kaikor Health Centre,Health Centre,GOK,729746.00
,,15092,Loruth Dispensary,Dispensary,GOK,154081.00
,,14996,Koyasa Dispensary,Dispensary,GOK,378962.00
,,14814,Kataboi Mission Dispensary,Dispensary,KEC,310303.00
,,14854,Kibish Dispensary,Dispensary,GOK,278559.00
,,15082,Lopur Mission Dispensary,Dispensary,KEC,115918.00
,,14975,Kokuro Dispensary,Dispensary,GOK,73474.00
,,15096,Lowarengak Dispensary,Dispensary,KEC,456537.00
,,15303,Nanaam Dispensary,Dispensary,GOK,312799.00
,,14209,Porthealth Dispensary,Dispensary,GOK,122873.00
,,15445,Oropoi Dispensary,Dispensary,KEC,337588.00
,,14662,Kalobeyei Dispensary,Dispensary,GOK,220065.00
,,15117,Makutano Health Centre,Health Centre,GOK,418730.00
,,15055,Lokangae Health Centre,Health Centre,GOK,376108.00
,,15291,Nakururum Dispensary,Dispensary,GOK,62239.00
,,15060,Lokipoto Dispensary,Dispensary,GOK,159431.00
SAMBURU,SAMBURU CENTRAL,17274,Angata Nanyukie Dispensary,Dispensary,GOK,191054.00
,,14237,Barsaloi   GK Dispensary,Dispensary,GOK,161008.00
,,14236,Barsaloi  Catholic Dispensary,Dispensary,Catholic secretariat,205186.00
,,14515,GK Kirimun Dispensary,Dispensary,GOK,296316.00
,,14943,Kisima Dispensary,Dispensary,GOK,1796217.00
,,15017,Ledero Dispensary,Dispensary,GOK,242036.00
,,17275,Lesidai Dispensary,Dispensary,GOK,120285.00
,,17145,Lkuroto Dispensary,Dispensary,GOK,105367.00
,,15047,Lodokejek Dispensary,Dispensary,Catholic secretariat,396187.00
,,17189,Lolmolog Dispensary,Dispensary,GOK,169907.00
,,15076,Longewan Dispensary,Dispensary,GOK,212200.00
,,15079,Loosuk  GK Dispensary,Dispensary,GOK,468107.00
,,17276,Lpartuk Dispensary,Dispensary,GOK,474860.00
,,15125,Maralal Catholic Dispensary,Dispensary,Catholic secretariat,855763.00
,,14526,Maralal GK Prison Dispensary,Dispensary,GOK,290768.00
,,15221,Morijo Dispensary,Dispensary,Catholic secretariat,254598.00
,,17277,Muruangai Dispensary,Dispensary,GOK,169488.00
,,15379,NYS Dispensary (Kirimun),Dispensary,GOK,93171.00
,,15442,Opiroi Dispensary,Dispensary,GOK,142898.00
,,15468,Porro Dispensary,Dispensary,GOK,534636.00
,,15543,Seketet Dispensary,Dispensary,GOK,348869.00
,,15590,Sirata Oirobi Dispensary,Dispensary,GOK,952860.00
,,15681,Suguta Catholic Dispensary,Dispensary,Catholic secretariat,171425.00
,,15682,Suguta Marmar Health Centre,Health Centre,GOK,1418559.00
,SAMBURU NORTH,14217,Arsim Dispensary,Level 2,CHAK,489791.00
,,14227,Baragoi Catholic Dispensary,Level 2,Catholic secretariat,789886.00
,,15014,Latakweny Dispensary,Level 2,GOK,436199.00
,,15144,Marti Dispensary,Level 2,GOK,445609.00
,,15270,Nachola Dispensary,Level 2,GOK,315013.00
,,15548,Sererit Catholic Dispensary,Level 2,Catholic secretariat,364704.00
,,15621,South Horr Dispensary,Level 2,GOK,498283.00
,,15757,Tuum Dispensary,Level 2,GOK,440674.00
,,16953,Waso Rongai Dispensary,Level 2,GOK,435396.00
,,17278,Loikumkum Dispensary,Level 2,GOK,367229.00
,,17279,Masikita Dispensary,Level 2,GOK,394771.00
,SAMBURU EAST,14212,ARCHERS POST HEALTH CENTRE,LEVEL 3,CHAK,856865.00
,,14459,Engilai Saidia Dispensary,LEVEL 2,NGO,246320.00
,,15028,LERATA DISPENSARY,LEVEL 2,GOK,214692.00
,,15048,LODUNGOKWE DISPENSARY,LEVEL 2,GOK,387146.00
,,15327,NDONYO WARSIN DISPENSARY,LEVEL 2,GOK,251024.00
,,15355,NGUTUK ENGIRON DISPENSARY,LEVEL 2,GOK,252025.00
,,15444,OROMODEI DISPENSARY,LEVEL 2,GOK,118005.00
,,15547,SEREOLIPI  DISPENSARY,LEVEL 2,GOK,498545.00
,,15693,SWARI  DISPENSARY,LEVEL 2,GOK,291060.00
,,15768,WAMBA  HEALTH  CENTRE,LEVEL 3,GOK,1281644.00
,,15780,WEST-GATE DISPENSARY,LEVEL 2,GOK,396554.00
,,18030,NKUTUK- ELMUGET DISPENSARY,LEVEL 2,GOK,317183.00
,,17280,NAIMIRIMIRO DISPENSARY,LEVEL 2,GOK,256529.00
